date,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25,rank_26,rank_27,rank_28,rank_29,rank_30,rank_31,rank_32,rank_33,rank_34,rank_35,rank_36,rank_37,rank_38,rank_39,rank_40,rank_41,rank_42,rank_43,rank_44,rank_45,rank_46,rank_47,rank_48,rank_49,rank_50
2021-01-10 20:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,BCH,LINK,BNB,ALGO,UNI,GRT,ATOM,TRX,AVAX,RSR,NEAR,SOL,AAVE,COMP,1INCH,BAND,DOGE,BAL,YFI,SUSHI,CRV,SXP,WAVES,SKL,SRM,OMG,ZRX,LRC,REN,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-11 00:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,AVAX,RSR,NEAR,SOL,AAVE,COMP,1INCH,BAND,DOGE,SUSHI,YFI,BAL,CRV,SXP,WAVES,SKL,SRM,OMG,ZRX,LRC,REN,BAT,HNT,CHZ,MANA,KNC,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-11 04:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,AVAX,RSR,NEAR,SOL,AAVE,COMP,1INCH,BAND,DOGE,YFI,SUSHI,BAL,CRV,SXP,WAVES,SKL,SRM,OMG,LRC,ZRX,REN,BAT,HNT,CHZ,MANA,KNC,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-11 08:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,AVAX,TRX,RSR,NEAR,AAVE,SOL,COMP,1INCH,BAND,DOGE,SUSHI,YFI,BAL,CRV,SXP,WAVES,SKL,SRM,OMG,LRC,ZRX,REN,BAT,HNT,CHZ,MANA,KNC,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-11 12:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LINK,LTC,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,AVAX,RSR,NEAR,SOL,AAVE,COMP,1INCH,BAND,DOGE,YFI,SUSHI,BAL,CRV,SKL,SXP,WAVES,SRM,OMG,LRC,ZRX,REN,BAT,HNT,CHZ,MANA,KNC,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-11 16:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LINK,LTC,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,AVAX,RSR,NEAR,SOL,AAVE,COMP,1INCH,BAND,DOGE,YFI,BAL,SUSHI,CRV,SKL,SXP,WAVES,SRM,OMG,LRC,ZRX,REN,BAT,HNT,CHZ,MANA,KNC,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-11 20:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,AVAX,TRX,RSR,NEAR,SOL,AAVE,COMP,1INCH,BAND,DOGE,YFI,SUSHI,BAL,CRV,SKL,SXP,WAVES,SRM,OMG,LRC,ZRX,REN,BAT,HNT,CHZ,MANA,KNC,TOMO,BNT,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-12 00:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,AVAX,ATOM,TRX,RSR,NEAR,SOL,AAVE,COMP,1INCH,BAND,DOGE,YFI,SUSHI,BAL,CRV,SKL,SXP,WAVES,SRM,OMG,LRC,REN,ZRX,BAT,HNT,MANA,CHZ,KNC,TOMO,BNT,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-12 04:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,AVAX,GRT,ATOM,TRX,RSR,NEAR,SOL,AAVE,COMP,1INCH,BAND,DOGE,SUSHI,YFI,BAL,CRV,SKL,SXP,WAVES,SRM,OMG,LRC,REN,ZRX,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-12 08:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,AVAX,UNI,GRT,ATOM,TRX,RSR,NEAR,SOL,COMP,AAVE,1INCH,BAND,DOGE,SUSHI,YFI,BAL,CRV,SKL,WAVES,SXP,SRM,OMG,LRC,REN,ZRX,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-12 12:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,AVAX,UNI,GRT,ATOM,TRX,RSR,NEAR,SOL,COMP,AAVE,1INCH,BAND,DOGE,SUSHI,YFI,BAL,CRV,WAVES,SKL,SXP,SRM,OMG,LRC,REN,ZRX,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-12 16:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,UNI,ALGO,AVAX,GRT,ATOM,TRX,RSR,SOL,AAVE,NEAR,COMP,1INCH,BAND,DOGE,SUSHI,YFI,BAL,CRV,SKL,WAVES,SXP,SRM,OMG,LRC,REN,ZRX,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-12 20:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,AVAX,GRT,ATOM,TRX,RSR,SOL,AAVE,NEAR,COMP,1INCH,BAND,DOGE,SUSHI,YFI,BAL,CRV,SKL,WAVES,SXP,SRM,OMG,LRC,ZRX,REN,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-13 00:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,AVAX,GRT,ATOM,TRX,RSR,SOL,AAVE,NEAR,COMP,1INCH,BAND,DOGE,SUSHI,YFI,BAL,CRV,SKL,WAVES,SXP,SRM,OMG,LRC,ZRX,REN,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-13 04:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,AVAX,GRT,ATOM,TRX,RSR,AAVE,SOL,NEAR,COMP,1INCH,BAND,DOGE,SUSHI,YFI,BAL,CRV,SKL,WAVES,SXP,SRM,OMG,LRC,ZRX,REN,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-13 08:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,AVAX,GRT,ATOM,TRX,RSR,AAVE,COMP,NEAR,SOL,1INCH,BAND,DOGE,SUSHI,YFI,BAL,CRV,SKL,WAVES,SRM,SXP,OMG,LRC,ZRX,REN,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-13 12:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LINK,LTC,BCH,BNB,ALGO,UNI,GRT,AVAX,ATOM,TRX,RSR,AAVE,SOL,COMP,NEAR,1INCH,BAND,SUSHI,DOGE,YFI,BAL,CRV,SKL,WAVES,SXP,SRM,OMG,LRC,ZRX,REN,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-13 16:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LINK,LTC,BCH,BNB,ALGO,UNI,GRT,AVAX,ATOM,TRX,RSR,AAVE,NEAR,COMP,SOL,1INCH,BAND,SUSHI,DOGE,YFI,BAL,CRV,SKL,WAVES,SRM,SXP,LRC,OMG,ZRX,REN,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-13 20:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LINK,LTC,BCH,BNB,UNI,ALGO,AVAX,GRT,ATOM,TRX,RSR,AAVE,NEAR,COMP,SOL,1INCH,BAND,SUSHI,DOGE,YFI,BAL,CRV,SKL,WAVES,SRM,SXP,LRC,OMG,REN,ZRX,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-14 00:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,UNI,ALGO,GRT,AVAX,ATOM,TRX,RSR,AAVE,NEAR,COMP,SOL,1INCH,BAND,SUSHI,DOGE,YFI,BAL,CRV,SKL,WAVES,SRM,SXP,LRC,OMG,REN,ZRX,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-14 04:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,UNI,ALGO,GRT,AVAX,ATOM,TRX,RSR,AAVE,NEAR,COMP,SOL,1INCH,BAND,SUSHI,DOGE,YFI,BAL,CRV,SKL,WAVES,SRM,SXP,LRC,OMG,REN,ZRX,BAT,HNT,MANA,CHZ,KNC,TOMO,BNT,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-14 08:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,UNI,AVAX,ALGO,GRT,ATOM,TRX,RSR,NEAR,AAVE,COMP,SOL,1INCH,BAND,SUSHI,DOGE,YFI,BAL,CRV,SKL,WAVES,SRM,SXP,LRC,OMG,REN,ZRX,BAT,HNT,MANA,CHZ,KNC,TOMO,BNT,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-14 12:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,UNI,AVAX,ALGO,GRT,ATOM,TRX,RSR,NEAR,AAVE,COMP,SOL,1INCH,BAND,SUSHI,DOGE,YFI,BAL,CRV,SKL,SRM,WAVES,SXP,LRC,REN,OMG,ZRX,BAT,HNT,CHZ,MANA,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-14 16:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,UNI,ALGO,AVAX,GRT,ATOM,TRX,RSR,AAVE,NEAR,COMP,1INCH,SOL,BAND,SUSHI,DOGE,YFI,BAL,CRV,SKL,WAVES,SRM,SXP,LRC,REN,OMG,ZRX,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-14 20:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,UNI,ALGO,AVAX,GRT,ATOM,TRX,RSR,AAVE,NEAR,COMP,SOL,1INCH,SUSHI,BAND,DOGE,CRV,YFI,BAL,SKL,WAVES,SRM,SXP,LRC,REN,OMG,ZRX,BAT,HNT,MANA,CHZ,BNT,KNC,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-15 00:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,UNI,ALGO,AVAX,ATOM,GRT,TRX,RSR,NEAR,AAVE,COMP,SOL,1INCH,BAND,SUSHI,DOGE,CRV,BAL,YFI,SKL,WAVES,SRM,SXP,REN,LRC,OMG,ZRX,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-15 04:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,UNI,ALGO,AVAX,ATOM,GRT,TRX,RSR,NEAR,AAVE,COMP,SOL,1INCH,SUSHI,BAND,DOGE,CRV,BAL,YFI,SKL,WAVES,SXP,SRM,REN,LRC,OMG,ZRX,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-15 08:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,UNI,ALGO,AVAX,ATOM,GRT,TRX,RSR,AAVE,NEAR,1INCH,COMP,SOL,SUSHI,CRV,BAND,DOGE,BAL,YFI,SKL,WAVES,SXP,SRM,REN,LRC,OMG,ZRX,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-15 12:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,UNI,ALGO,AVAX,ATOM,GRT,TRX,RSR,NEAR,AAVE,COMP,1INCH,SOL,BAND,SUSHI,CRV,DOGE,BAL,YFI,SKL,WAVES,SXP,SRM,OMG,REN,LRC,ZRX,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-15 16:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,UNI,ALGO,AVAX,ATOM,GRT,TRX,RSR,AAVE,NEAR,COMP,SOL,1INCH,SUSHI,BAND,CRV,DOGE,BAL,YFI,SKL,WAVES,SRM,SXP,OMG,REN,LRC,ZRX,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-15 20:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,UNI,ALGO,AVAX,ATOM,GRT,TRX,AAVE,RSR,NEAR,COMP,1INCH,SOL,BAND,SUSHI,CRV,DOGE,BAL,YFI,SKL,SRM,WAVES,SXP,REN,OMG,LRC,ZRX,BAT,HNT,KNC,MANA,CHZ,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-16 00:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,UNI,ALGO,GRT,AVAX,ATOM,TRX,AAVE,NEAR,RSR,COMP,SOL,1INCH,BAND,CRV,SUSHI,DOGE,BAL,YFI,SKL,SRM,WAVES,SXP,REN,OMG,LRC,ZRX,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-16 04:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,UNI,ALGO,GRT,AVAX,ATOM,TRX,AAVE,NEAR,RSR,COMP,1INCH,SOL,BAND,CRV,SUSHI,DOGE,BAL,YFI,SKL,SRM,WAVES,SXP,REN,OMG,LRC,ZRX,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-16 08:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,AVAX,UNI,ALGO,GRT,ATOM,AAVE,TRX,RSR,NEAR,COMP,1INCH,SOL,BAND,SUSHI,CRV,DOGE,BAL,YFI,SKL,SRM,WAVES,SXP,REN,OMG,LRC,ZRX,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-16 12:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,UNI,AVAX,ALGO,ATOM,GRT,AAVE,TRX,NEAR,RSR,1INCH,COMP,SUSHI,BAND,SOL,CRV,DOGE,BAL,YFI,SKL,SRM,WAVES,SXP,REN,OMG,LRC,ZRX,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-16 16:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,AVAX,UNI,ALGO,ATOM,GRT,TRX,AAVE,NEAR,RSR,1INCH,COMP,SOL,SUSHI,BAND,CRV,DOGE,BAL,YFI,SKL,SRM,WAVES,SXP,REN,OMG,LRC,ZRX,BAT,HNT,KNC,MANA,CHZ,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-16 20:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,AVAX,UNI,GRT,ALGO,ATOM,TRX,AAVE,NEAR,RSR,1INCH,COMP,SOL,SUSHI,BAND,CRV,DOGE,BAL,YFI,SKL,WAVES,SRM,SXP,REN,OMG,LRC,ZRX,BAT,HNT,KNC,MANA,CHZ,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-17 00:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,AVAX,BNB,UNI,GRT,ALGO,ATOM,NEAR,AAVE,TRX,1INCH,RSR,COMP,CRV,SOL,SUSHI,BAND,DOGE,YFI,BAL,SKL,SRM,WAVES,SXP,REN,OMG,LRC,ZRX,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-17 04:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,AVAX,BNB,UNI,GRT,ALGO,ATOM,NEAR,TRX,AAVE,RSR,1INCH,COMP,CRV,SUSHI,SOL,BAND,DOGE,BAL,YFI,SKL,WAVES,SXP,SRM,REN,OMG,LRC,ZRX,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-17 08:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,AVAX,BNB,UNI,GRT,ALGO,ATOM,NEAR,AAVE,TRX,1INCH,RSR,CRV,SOL,COMP,SUSHI,BAND,DOGE,BAL,YFI,SKL,WAVES,SXP,SRM,REN,OMG,LRC,ZRX,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-17 12:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,AVAX,UNI,GRT,ALGO,ATOM,NEAR,AAVE,TRX,1INCH,RSR,CRV,COMP,SOL,SUSHI,BAND,DOGE,BAL,YFI,SKL,WAVES,SRM,REN,SXP,OMG,ZRX,LRC,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-17 16:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,GRT,UNI,AVAX,ALGO,ATOM,NEAR,AAVE,1INCH,TRX,CRV,RSR,SOL,COMP,SUSHI,BAND,DOGE,BAL,YFI,SKL,WAVES,SRM,SXP,REN,OMG,LRC,ZRX,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-17 20:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,AVAX,GRT,UNI,ALGO,ATOM,NEAR,TRX,1INCH,AAVE,CRV,RSR,SOL,COMP,SUSHI,BAND,DOGE,BAL,YFI,SKL,WAVES,SXP,SRM,REN,LRC,OMG,ZRX,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-18 00:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,GRT,AVAX,UNI,ALGO,ATOM,NEAR,TRX,AAVE,1INCH,RSR,CRV,SOL,COMP,SUSHI,BAND,DOGE,YFI,BAL,SKL,WAVES,SRM,SXP,REN,OMG,LRC,ZRX,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-18 04:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,GRT,BNB,AVAX,UNI,ALGO,ATOM,NEAR,AAVE,TRX,1INCH,RSR,CRV,SOL,COMP,SUSHI,BAND,DOGE,BAL,YFI,SKL,WAVES,SRM,SXP,REN,OMG,ZRX,LRC,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-18 08:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,GRT,BNB,UNI,AVAX,ALGO,ATOM,NEAR,TRX,AAVE,1INCH,RSR,CRV,SOL,COMP,SUSHI,BAND,BAL,DOGE,YFI,SKL,WAVES,SRM,SXP,REN,OMG,LRC,ZRX,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-18 12:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,GRT,BNB,UNI,AVAX,ALGO,ATOM,NEAR,TRX,RSR,AAVE,1INCH,SOL,CRV,COMP,SUSHI,BAND,DOGE,BAL,YFI,SKL,WAVES,SXP,SRM,REN,OMG,LRC,ZRX,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-18 16:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,GRT,BNB,AVAX,UNI,ALGO,ATOM,NEAR,RSR,TRX,AAVE,1INCH,SOL,COMP,CRV,SUSHI,BAND,BAL,DOGE,YFI,SKL,WAVES,SXP,SRM,REN,OMG,LRC,ZRX,BAT,HNT,KNC,MANA,CHZ,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,CHR,DENT
2021-01-18 20:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,GRT,BNB,UNI,AVAX,ALGO,ATOM,NEAR,AAVE,TRX,RSR,1INCH,CRV,COMP,SOL,SUSHI,BAND,BAL,DOGE,YFI,SKL,WAVES,SXP,SRM,REN,OMG,LRC,ZRX,BAT,HNT,KNC,MANA,CHZ,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-19 00:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,GRT,BNB,UNI,AVAX,ALGO,ATOM,AAVE,NEAR,TRX,RSR,1INCH,CRV,SOL,COMP,SUSHI,BAND,BAL,DOGE,YFI,SKL,WAVES,SXP,SRM,REN,LRC,OMG,ZRX,BAT,HNT,KNC,MANA,CHZ,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-19 04:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,UNI,GRT,AVAX,ALGO,ATOM,AAVE,NEAR,TRX,RSR,1INCH,COMP,CRV,SOL,SUSHI,BAND,BAL,DOGE,YFI,SKL,WAVES,SXP,SRM,REN,OMG,LRC,TRU,ZRX,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT
2021-01-19 08:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,GRT,UNI,AVAX,ALGO,ATOM,NEAR,AAVE,TRX,RSR,1INCH,CRV,COMP,SOL,SUSHI,BAND,BAL,DOGE,YFI,SKL,WAVES,SRM,SXP,REN,LRC,OMG,ZRX,TRU,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,CHR
2021-01-19 12:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,GRT,BNB,UNI,AVAX,ALGO,ATOM,AAVE,TRX,NEAR,RSR,1INCH,SOL,CRV,COMP,SUSHI,BAND,BAL,DOGE,YFI,SKL,WAVES,SRM,SXP,REN,LRC,OMG,ZRX,TRU,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,CHR
2021-01-19 16:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,GRT,BNB,UNI,AVAX,ALGO,ATOM,TRX,NEAR,AAVE,1INCH,RSR,SOL,COMP,CRV,SUSHI,BAND,BAL,DOGE,YFI,SKL,WAVES,SXP,SRM,REN,LRC,OMG,ZRX,TRU,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,CHR
2021-01-19 20:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,GRT,BNB,UNI,AVAX,ALGO,ATOM,TRX,AAVE,NEAR,1INCH,RSR,SOL,COMP,CRV,SUSHI,BAND,BAL,DOGE,YFI,SKL,WAVES,REN,SXP,SRM,LRC,OMG,ZRX,BAT,TRU,HNT,MANA,CHZ,KNC,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,CHR
2021-01-20 00:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,GRT,BNB,UNI,AVAX,ALGO,ATOM,NEAR,TRX,AAVE,RSR,1INCH,SOL,COMP,CRV,SUSHI,BAND,BAL,DOGE,YFI,SKL,WAVES,REN,SRM,SXP,LRC,OMG,ZRX,BAT,TRU,HNT,MANA,CHZ,KNC,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,CHR
2021-01-20 04:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,GRT,BNB,UNI,AVAX,ALGO,ATOM,NEAR,AAVE,TRX,RSR,1INCH,CRV,COMP,SOL,SUSHI,BAND,BAL,DOGE,YFI,SKL,REN,WAVES,SXP,SRM,LRC,OMG,ZRX,BAT,TRU,HNT,MANA,CHZ,KNC,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,CHR
2021-01-20 08:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,GRT,UNI,AVAX,ALGO,ATOM,NEAR,TRX,AAVE,RSR,1INCH,SOL,CRV,COMP,SUSHI,BAND,DOGE,BAL,YFI,SKL,WAVES,SXP,REN,SRM,LRC,OMG,ZRX,BAT,TRU,HNT,MANA,CHZ,KNC,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,CHR
2021-01-20 12:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LINK,LTC,BCH,BNB,GRT,AVAX,UNI,ALGO,ATOM,NEAR,TRX,AAVE,RSR,1INCH,CRV,SOL,COMP,SUSHI,BAND,DOGE,BAL,YFI,SKL,REN,WAVES,SXP,SRM,LRC,OMG,ZRX,BAT,TRU,HNT,MANA,CHZ,KNC,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,CHR
